%time,field.header.seq,field.header.stamp,field.header.frame_id,field.status.status,field.status.service,field.latitude,field.longitude,field.altitude,field.position_covariance0,field.position_covariance1,field.position_covariance2,field.position_covariance3,field.position_covariance4,field.position_covariance5,field.position_covariance6,field.position_covariance7,field.position_covariance8,field.position_covariance_type
1646632546612477229,7330,1646632546612135739,gnss,-1,1,35.154279456,136.966373107,77.3801,2.4563,-0.1086,0.5568,-0.1086,2.683,-1.0547,0.5568,-1.0547,6.6347,3
1646632546793803453,7331,1646632546793533906,gnss,-1,1,35.154279367,136.966373141,77.4397,2.4563,-0.1085,0.5569,-0.1085,2.683,-1.0545,0.5569,-1.0545,6.6346,3
1646632546994133845,7332,1646632546994016322,gnss,-1,1,35.154279584,136.966372997,77.5282,2.4563,-0.1083,0.557,-0.1083,2.683,-1.0543,0.557,-1.0543,6.6346,3
1646632547195278438,7333,1646632547195176853,gnss,-1,1,35.154279596,136.966373008,77.6981,2.4563,-0.1081,0.5571,-0.1081,2.683,-1.0541,0.5571,-1.0541,6.6345,3
1646632547397534240,7334,1646632547397290354,gnss,-1,1,35.154279545,136.966372855,77.7874,2.4563,-0.108,0.5571,-0.108,2.683,-1.0539,0.5571,-1.0539,6.6344,3
1646632547598008240,7335,1646632547597861084,gnss,-1,1,35.154279649,136.966372609,77.7621,2.4563,-0.1078,0.5572,-0.1078,2.683,-1.0537,0.5572,-1.0537,6.6344,3
1646632547799052055,7336,1646632547798869642,gnss,-1,1,35.154279872,136.966372339,77.8059,2.4563,-0.1077,0.5573,-0.1077,2.683,-1.0535,0.5573,-1.0535,6.6343,3
1646632548000026072,7337,1646632547999846584,gnss,-1,1,35.154279992,136.966372135,77.8575,2.4563,-0.1075,0.5574,-0.1075,2.683,-1.0533,0.5574,-1.0533,6.6343,3
1646632548200194386,7338,1646632548200071209,gnss,-1,1,35.154279647,136.966372633,77.879,2.4563,-0.1074,0.5575,-0.1074,2.683,-1.0531,0.5575,-1.0531,6.6342,3
1646632548402453749,7339,1646632548402209802,gnss,-1,1,35.15427968,136.966372603,77.8799,2.4563,-0.1072,0.5575,-0.1072,2.683,-1.0529,0.5575,-1.0529,6.6342,3
1646632548602630139,7340,1646632548602515303,gnss,-1,1,35.154279676,136.9663723,77.9439,2.4564,-0.1071,0.5576,-0.1071,2.683,-1.0527,0.5576,-1.0527,6.6341,3
1646632548793767759,7341,1646632548793651350,gnss,-1,1,35.154279426,136.966372018,77.9569,2.4564,-0.1069,0.5577,-0.1069,2.683,-1.0525,0.5577,-1.0525,6.634,3
1646632548995002833,7342,1646632548994858110,gnss,-1,1,35.154279401,136.966371817,77.9697,2.4564,-0.1067,0.5578,-0.1067,2.683,-1.0523,0.5578,-1.0523,6.634,3
1646632549216316781,7343,1646632549216194188,gnss,-1,1,35.154279304,136.966371617,77.8868,2.4564,-0.1066,0.5579,-0.1066,2.6829,-1.0521,0.5579,-1.0521,6.6339,3
1646632549397764033,7344,1646632549397599788,gnss,-1,1,35.154279489,136.966371777,77.9567,2.4564,-0.1064,0.558,-0.1064,2.6829,-1.0519,0.558,-1.0519,6.6339,3
1646632549599273727,7345,1646632549599027443,gnss,-1,1,35.154279895,136.966371742,77.8786,2.4564,-0.1063,0.558,-0.1063,2.6829,-1.0518,0.558,-1.0518,6.6338,3
1646632549800612907,7346,1646632549800339040,gnss,-1,1,35.154279798,136.966371965,77.8774,2.4564,-0.1061,0.5581,-0.1061,2.6829,-1.0516,0.5581,-1.0516,6.6337,3
1646632550002062747,7347,1646632550001787237,gnss,-1,1,35.154279583,136.966371806,77.7672,2.4564,-0.106,0.5582,-0.106,2.6829,-1.0514,0.5582,-1.0514,6.6337,3
1646632550202168069,7348,1646632550202050523,gnss,-1,1,35.154279547,136.966371819,77.8031,2.4564,-0.1058,0.5583,-0.1058,2.6829,-1.0512,0.5583,-1.0512,6.6336,3
1646632550393700414,7349,1646632550393582604,gnss,-1,1,35.154279642,136.966372083,77.7867,2.4564,-0.1056,0.5584,-0.1056,2.6829,-1.051,0.5584,-1.051,6.6336,3
1646632550594880946,7350,1646632550594769146,gnss,-1,1,35.154279719,136.966372076,77.7693,2.4564,-0.1055,0.5584,-0.1055,2.6829,-1.0508,0.5584,-1.0508,6.6335,3
1646632550796674227,7351,1646632550796386787,gnss,-1,1,35.154279905,136.966371559,77.744,2.4564,-0.1053,0.5585,-0.1053,2.6829,-1.0506,0.5585,-1.0506,6.6335,3
1646632550998994499,7352,1646632550998691657,gnss,-1,1,35.154280022,136.966371552,77.7986,2.4564,-0.1052,0.5586,-0.1052,2.6829,-1.0504,0.5586,-1.0504,6.6334,3
1646632551199131404,7353,1646632551199000615,gnss,-1,1,35.154280162,136.96637126,77.8544,2.4564,-0.105,0.5587,-0.105,2.6829,-1.0502,0.5587,-1.0502,6.6333,3
1646632551402933746,7354,1646632551402402637,gnss,-1,1,35.154280596,136.966371098,77.9282,2.4564,-0.1048,0.5588,-0.1048,2.6829,-1.05,0.5588,-1.05,6.6333,3
1646632551602947097,7355,1646632551602657730,gnss,-1,1,35.154280601,136.966371123,77.8774,2.4564,-0.1047,0.5589,-0.1047,2.6829,-1.0498,0.5589,-1.0498,6.6332,3
1646632551795125215,7356,1646632551794934777,gnss,-1,1,35.154280657,136.966371167,77.8859,2.4565,-0.1045,0.5589,-0.1045,2.6829,-1.0496,0.5589,-1.0496,6.6332,3
1646632551996481901,7357,1646632551996220822,gnss,-1,1,35.154280538,136.966370919,77.8983,2.4565,-0.1044,0.559,-0.1044,2.6829,-1.0494,0.559,-1.0494,6.6331,3
1646632552196525842,7358,1646632552196416088,gnss,-1,1,35.154280483,136.966370672,77.907,2.4565,-0.1042,0.5591,-0.1042,2.6829,-1.0492,0.5591,-1.0492,6.6331,3
1646632552397824637,7359,1646632552397707285,gnss,-1,1,35.154280627,136.966371014,77.9504,2.4565,-0.104,0.5592,-0.104,2.6829,-1.049,0.5592,-1.049,6.633,3
1646632552608323865,7360,1646632552608200688,gnss,-1,1,35.154280877,136.966371075,77.8986,2.4565,-0.1039,0.5593,-0.1039,2.6829,-1.0488,0.5593,-1.0488,6.6329,3
1646632552800074192,7361,1646632552799964263,gnss,-1,1,35.15428098,136.966371387,77.8889,2.4565,-0.1037,0.5593,-0.1037,2.6829,-1.0486,0.5593,-1.0486,6.6329,3
1646632553000311655,7362,1646632553000099826,gnss,-1,1,35.154280964,136.966371572,77.9238,2.4565,-0.1036,0.5594,-0.1036,2.6829,-1.0484,0.5594,-1.0484,6.6328,3
1646632553200584343,7363,1646632553200467388,gnss,-1,1,35.154280801,136.966370957,77.9433,2.4565,-0.1034,0.5595,-0.1034,2.6829,-1.0482,0.5595,-1.0482,6.6328,3
1646632553394714433,7364,1646632553394333757,gnss,-1,1,35.154280724,136.966370588,77.8997,2.4565,-0.1032,0.5596,-0.1032,2.6829,-1.048,0.5596,-1.048,6.6327,3
1646632553604869952,7365,1646632553604652798,gnss,-1,1,35.154280371,136.966370693,77.8957,2.4565,-0.1031,0.5597,-0.1031,2.6829,-1.0479,0.5597,-1.0479,6.6327,3
1646632553797081079,7366,1646632553796854972,gnss,-1,1,35.154280481,136.966370725,77.8297,2.4565,-0.1029,0.5598,-0.1029,2.6829,-1.0477,0.5598,-1.0477,6.6326,3
1646632553997260813,7367,1646632553997140304,gnss,-1,1,35.154280343,136.96637068,77.8318,2.4565,-0.1027,0.5598,-0.1027,2.6829,-1.0475,0.5598,-1.0475,6.6325,3
1646632554198520805,7368,1646632554198406692,gnss,-1,1,35.154280541,136.966370529,77.841,2.4565,-0.1026,0.5599,-0.1026,2.6829,-1.0473,0.5599,-1.0473,6.6325,3
1646632554399928195,7369,1646632554399779007,gnss,-1,1,35.154280156,136.966370856,77.8355,2.4565,-0.1024,0.56,-0.1024,2.6829,-1.0471,0.56,-1.0471,6.6324,3
1646632554600996755,7370,1646632554600893063,gnss,-1,1,35.154279958,136.966370971,77.903,2.4565,-0.1023,0.5601,-0.1023,2.6829,-1.0469,0.5601,-1.0469,6.6324,3
1646632554792258086,7371,1646632554792150156,gnss,-1,1,35.154279649,136.966370723,77.8862,2.4565,-0.1021,0.5602,-0.1021,2.6829,-1.0467,0.5602,-1.0467,6.6323,3
1646632554993479818,7372,1646632554993368177,gnss,-1,1,35.154279394,136.966370554,77.8723,2.4566,-0.1019,0.5602,-0.1019,2.6829,-1.0465,0.5602,-1.0465,6.6323,3
1646632555204858286,7373,1646632555204749955,gnss,-1,1,35.154279653,136.966370863,77.8921,2.4566,-0.1018,0.5603,-0.1018,2.6828,-1.0463,0.5603,-1.0463,6.6322,3
1646632555396760018,7374,1646632555396432635,gnss,-1,1,35.154279736,136.966370567,77.7855,2.4566,-0.1016,0.5604,-0.1016,2.6828,-1.0461,0.5604,-1.0461,6.6321,3
1646632555618011977,7375,1646632555617833600,gnss,-1,1,35.154279779,136.966370617,77.7608,2.4566,-0.1014,0.5605,-0.1014,2.6828,-1.0459,0.5605,-1.0459,6.6321,3
1646632555799258866,7376,1646632555799042081,gnss,-1,1,35.154279731,136.966370565,77.7504,2.4566,-0.1013,0.5606,-0.1013,2.6828,-1.0457,0.5606,-1.0457,6.632,3
1646632556000663037,7377,1646632556000446391,gnss,-1,1,35.154279807,136.966370902,77.7234,2.4566,-0.1011,0.5607,-0.1011,2.6828,-1.0455,0.5607,-1.0455,6.632,3
1646632556200860007,7378,1646632556200737143,gnss,-1,1,35.15427982,136.9663707,77.6818,2.4566,-0.1009,0.5607,-0.1009,2.6828,-1.0453,0.5607,-1.0453,6.6319,3
1646632556392099468,7379,1646632556391979661,gnss,-1,1,35.154279778,136.966371119,77.6123,2.4566,-0.1008,0.5608,-0.1008,2.6828,-1.0451,0.5608,-1.0451,6.6319,3
1646632556603460145,7380,1646632556603307611,gnss,-1,1,35.154279911,136.966370951,77.6062,2.4566,-0.1006,0.5609,-0.1006,2.6828,-1.0449,0.5609,-1.0449,6.6318,3
1646632556795696804,7381,1646632556795463214,gnss,-1,1,35.154279721,136.966370676,77.5451,2.4566,-0.1004,0.561,-0.1004,2.6828,-1.0447,0.561,-1.0447,6.6317,3
1646632556997051290,7382,1646632556996830981,gnss,-1,1,35.154279881,136.966370693,77.6022,2.4566,-0.1003,0.5611,-0.1003,2.6828,-1.0445,0.5611,-1.0445,6.6317,3
1646632557198205557,7383,1646632557198105678,gnss,-1,1,35.154279917,136.966370549,77.6588,2.4566,-0.1001,0.5611,-0.1001,2.6828,-1.0443,0.5611,-1.0443,6.6316,3
1646632557400498313,7384,1646632557400319827,gnss,-1,1,35.154279945,136.9663704,77.6361,2.4566,-0.0999,0.5612,-0.0999,2.6828,-1.0441,0.5612,-1.0441,6.6316,3
1646632557600647525,7385,1646632557600536522,gnss,-1,1,35.154280059,136.966370535,77.6892,2.4566,-0.0998,0.5613,-0.0998,2.6828,-1.0439,0.5613,-1.0439,6.6315,3
1646632557801853654,7386,1646632557801735375,gnss,-1,1,35.154280452,136.966370322,77.7283,2.4566,-0.0996,0.5614,-0.0996,2.6828,-1.0437,0.5614,-1.0437,6.6315,3
1646632557993132692,7387,1646632557992928442,gnss,-1,1,35.154280421,136.966369703,77.7461,2.4566,-0.0994,0.5615,-0.0994,2.6828,-1.0436,0.5615,-1.0436,6.6314,3
1646632558193398864,7388,1646632558193267757,gnss,-1,1,35.154280399,136.966369956,77.6255,2.4566,-0.0993,0.5615,-0.0993,2.6828,-1.0434,0.5615,-1.0434,6.6313,3
1646632558397546289,7389,1646632558397111115,gnss,-1,1,35.154280453,136.966369631,77.6635,2.4567,-0.0991,0.5616,-0.0991,2.6828,-1.0432,0.5616,-1.0432,6.6313,3
1646632558598515466,7390,1646632558598170018,gnss,-1,1,35.154280248,136.966369701,77.6339,2.4567,-0.0989,0.5617,-0.0989,2.6828,-1.043,0.5617,-1.043,6.6312,3
1646632558800135570,7391,1646632558799793424,gnss,-1,1,35.15428037,136.966369677,77.676,2.4567,-0.0987,0.5618,-0.0987,2.6828,-1.0428,0.5618,-1.0428,6.6312,3
1646632559002413621,7392,1646632559001637659,gnss,-1,1,35.154280063,136.966369713,77.5643,2.4567,-0.0986,0.5619,-0.0986,2.6828,-1.0426,0.5619,-1.0426,6.6311,3
1646632559201281474,7393,1646632559201168729,gnss,-1,1,35.154280272,136.966370268,77.5918,2.4567,-0.0984,0.5619,-0.0984,2.6828,-1.0424,0.5619,-1.0424,6.6311,3
1646632559405582931,7394,1646632559405130062,gnss,-1,1,35.154280219,136.966370451,77.5079,2.4567,-0.0982,0.562,-0.0982,2.6828,-1.0422,0.562,-1.0422,6.631,3
1646632559593287908,7395,1646632559593127995,gnss,-1,1,35.154280629,136.966370127,77.5532,2.4567,-0.0981,0.5621,-0.0981,2.6828,-1.042,0.5621,-1.042,6.6309,3
1646632559794142235,7396,1646632559793948269,gnss,-1,1,35.154280418,136.966370475,77.6001,2.4567,-0.0979,0.5622,-0.0979,2.6828,-1.0418,0.5622,-1.0418,6.6309,3
1646632559994319671,7397,1646632559994179788,gnss,-1,1,35.154280203,136.966370491,77.5352,2.4567,-0.0977,0.5623,-0.0977,2.6828,-1.0416,0.5623,-1.0416,6.6308,3
1646632560196541426,7398,1646632560196410920,gnss,-1,1,35.154280162,136.966370898,77.5879,2.4567,-0.0975,0.5624,-0.0975,2.6828,-1.0414,0.5624,-1.0414,6.6308,3
1646632560397050393,7399,1646632560396955102,gnss,-1,1,35.154280218,136.96637131,77.3942,2.4567,-0.0974,0.5624,-0.0974,2.6828,-1.0412,0.5624,-1.0412,6.6307,3
1646632560607504850,7400,1646632560607341139,gnss,-1,1,35.154280283,136.966371673,77.4147,2.4567,-0.0972,0.5625,-0.0972,2.6828,-1.041,0.5625,-1.041,6.6306,3
1646632560802293393,7401,1646632560801855558,gnss,-1,1,35.154280668,136.966371259,77.5384,2.4567,-0.097,0.5626,-0.097,2.6828,-1.0408,0.5626,-1.0408,6.6306,3
1646632561004477546,7402,1646632561004066983,gnss,-1,1,35.154280456,136.966371756,77.458,2.4567,-0.0969,0.5627,-0.0969,2.6828,-1.0406,0.5627,-1.0406,6.6305,3
1646632561202678957,7403,1646632561202549224,gnss,-1,1,35.154280653,136.966371931,77.4408,2.4567,-0.0967,0.5628,-0.0967,2.6827,-1.0404,0.5628,-1.0404,6.6305,3
1646632561393872405,7404,1646632561393731265,gnss,-1,1,35.154280975,136.966372167,77.4605,2.4567,-0.0965,0.5628,-0.0965,2.6827,-1.0402,0.5628,-1.0402,6.6304,3
1646632561595068460,7405,1646632561594827498,gnss,-1,1,35.154281255,136.966372488,77.4483,2.4568,-0.0963,0.5629,-0.0963,2.6827,-1.04,0.5629,-1.04,6.6304,3
1646632561797608554,7406,1646632561797376968,gnss,-1,1,35.154281501,136.966372313,77.4987,2.4568,-0.0962,0.563,-0.0962,2.6827,-1.0398,0.563,-1.0398,6.6303,3
1646632561998808106,7407,1646632561998589892,gnss,-1,1,35.154281531,136.966372154,77.4585,2.4568,-0.096,0.5631,-0.096,2.6827,-1.0396,0.5631,-1.0396,6.6302,3
1646632562199073883,7408,1646632562198927352,gnss,-1,1,35.154281753,136.966371674,77.5639,2.4568,-0.0958,0.5632,-0.0958,2.6827,-1.0394,0.5632,-1.0394,6.6302,3
1646632562402238463,7409,1646632562402000701,gnss,-1,1,35.154281975,136.966371794,77.5542,2.4568,-0.0956,0.5632,-0.0956,2.6827,-1.0392,0.5632,-1.0392,6.6301,3
1646632562595554522,7410,1646632562595100024,gnss,-1,1,35.15428168,136.966371575,77.6526,2.4568,-0.0954,0.5633,-0.0954,2.6827,-1.039,0.5633,-1.039,6.6301,3
1646632562796394007,7411,1646632562795762863,gnss,-1,1,35.154281251,136.966372067,77.6706,2.4568,-0.0953,0.5634,-0.0953,2.6827,-1.0388,0.5634,-1.0388,6.63,3
1646632562998246671,7412,1646632562997104367,gnss,-1,1,35.154281474,136.96637215,77.6301,2.4568,-0.0951,0.5635,-0.0951,2.6827,-1.0386,0.5635,-1.0386,6.63,3
1646632563205689473,7413,1646632563205577347,gnss,-1,1,35.154281703,136.96637248,77.6876,2.4568,-0.0949,0.5636,-0.0949,2.6827,-1.0384,0.5636,-1.0384,6.6299,3
1646632563401267465,7414,1646632563400776348,gnss,-1,1,35.154282286,136.966372356,77.7258,2.4568,-0.0947,0.5636,-0.0947,2.6827,-1.0382,0.5636,-1.0382,6.6298,3
1646632563604580970,7415,1646632563604250623,gnss,-1,1,35.15428287,136.966372223,77.8032,2.4568,-0.0946,0.5637,-0.0946,2.6827,-1.038,0.5637,-1.038,6.6298,3
1646632563793027679,7416,1646632563792824331,gnss,-1,1,35.154283451,136.966372892,77.947,2.4568,-0.0944,0.5638,-0.0944,2.6827,-1.0379,0.5638,-1.0379,6.6297,3
1646632563997262632,7417,1646632563996474978,gnss,-1,1,35.15428385,136.966373835,77.9188,2.4568,-0.0942,0.5639,-0.0942,2.6827,-1.0377,0.5639,-1.0377,6.6297,3
1646632564204401092,7418,1646632564204287136,gnss,-1,1,35.154284763,136.966374592,78.0059,2.4568,-0.094,0.564,-0.094,2.6827,-1.0375,0.564,-1.0375,6.6296,3
1646632564395537338,7419,1646632564395417753,gnss,-1,1,35.154285601,136.966375019,78.036,2.4568,-0.0938,0.564,-0.0938,2.6827,-1.0373,0.564,-1.0373,6.6296,3
1646632564598125216,7420,1646632564597911936,gnss,-1,1,35.154286647,136.966375069,78.1115,2.4568,-0.0937,0.5641,-0.0937,2.6827,-1.0371,0.5641,-1.0371,6.6295,3
1646632564802911894,7421,1646632564802449404,gnss,-1,1,35.154287421,136.966375295,78.103,2.4569,-0.0935,0.5642,-0.0935,2.6827,-1.0369,0.5642,-1.0369,6.6294,3
1646632565004539208,7422,1646632565004080686,gnss,-1,1,35.154288026,136.966375635,77.9865,2.4569,-0.0933,0.5643,-0.0933,2.6827,-1.0367,0.5643,-1.0367,6.6294,3
1646632565212974460,7423,1646632565212853947,gnss,-1,1,35.154288982,136.966376502,78.1235,2.4569,-0.0931,0.5644,-0.0931,2.6827,-1.0365,0.5644,-1.0365,6.6293,3
1646632565394149126,7424,1646632565394027003,gnss,-1,1,35.154290342,136.966377422,78.2632,2.4569,-0.0929,0.5644,-0.0929,2.6827,-1.0363,0.5644,-1.0363,6.6293,3
1646632565596382495,7425,1646632565596135083,gnss,-1,1,35.154291653,136.966378119,78.3282,2.4569,-0.0928,0.5645,-0.0928,2.6827,-1.0361,0.5645,-1.0361,6.6292,3
1646632565797977817,7426,1646632565797743181,gnss,-1,1,35.154293169,136.966379855,78.2993,2.4569,-0.0926,0.5646,-0.0926,2.6827,-1.0359,0.5646,-1.0359,6.6292,3
1646632565998833685,7427,1646632565998686056,gnss,-1,1,35.154295163,136.966381979,78.2271,2.4569,-0.0924,0.5647,-0.0924,2.6827,-1.0357,0.5647,-1.0357,6.6291,3
1646632566200151141,7428,1646632566199988511,gnss,-1,1,35.154297226,136.966383731,78.1478,2.4569,-0.0922,0.5648,-0.0922,2.6827,-1.0355,0.5648,-1.0355,6.629,3
1646632566229295549,7429,1646632566229140055,gnss,-1,1,35.154297226,136.966383731,78.1478,2.4569,-0.0922,0.5648,-0.0922,2.6827,-1.0355,0.5648,-1.0355,6.629,3
1646632566230196679,7430,1646632566230063810,gnss,-1,1,35.154297226,136.966383731,78.1478,2.4569,-0.0922,0.5648,-0.0922,2.6827,-1.0355,0.5648,-1.0355,6.629,3
1646632566249302201,7431,1646632566249154756,gnss,-1,1,35.154297226,136.966383731,78.1478,2.4569,-0.0922,0.5648,-0.0922,2.6827,-1.0355,0.5648,-1.0355,6.629,3
1646632566250234899,7432,1646632566250122077,gnss,-1,1,35.154297226,136.966383731,78.1478,2.4569,-0.0922,0.5648,-0.0922,2.6827,-1.0355,0.5648,-1.0355,6.629,3
1646632566251180647,7433,1646632566251051414,gnss,-1,1,35.154297226,136.966383731,78.1478,2.4569,-0.0922,0.5648,-0.0922,2.6827,-1.0355,0.5648,-1.0355,6.629,3
1646632566252135341,7434,1646632566252037565,gnss,-1,1,35.154297226,136.966383731,78.1478,2.4569,-0.0922,0.5648,-0.0922,2.6827,-1.0355,0.5648,-1.0355,6.629,3
1646632566269222416,7435,1646632566269085730,gnss,-1,1,35.154297226,136.966383731,78.1478,2.4569,-0.0922,0.5648,-0.0922,2.6827,-1.0355,0.5648,-1.0355,6.629,3
1646632566400105139,7436,1646632566399972095,gnss,-1,1,35.154299978,136.966384973,78.1462,2.4569,-0.092,0.5648,-0.092,2.6827,-1.0353,0.5648,-1.0353,6.629,3
1646632566600626112,7437,1646632566600505285,gnss,-1,1,35.154302754,136.966386998,78.0452,2.4569,-0.0918,0.5649,-0.0918,2.6827,-1.0351,0.5649,-1.0351,6.6289,3
1646632566804458415,7438,1646632566804163417,gnss,-1,1,35.154306313,136.966390382,78.0565,2.4569,-0.0917,0.565,-0.0917,2.6827,-1.0349,0.565,-1.0349,6.6289,3
1646632567004583266,7439,1646632567004305953,gnss,-1,1,35.154310578,136.966394109,78.1146,2.4569,-0.0915,0.5651,-0.0915,2.6827,-1.0347,0.5651,-1.0347,6.6288,3
1646632567202925197,7440,1646632567202816493,gnss,-1,1,35.154315568,136.966398079,78.0517,2.4569,-0.0913,0.5652,-0.0913,2.6827,-1.0345,0.5652,-1.0345,6.6287,3
1646632567407675023,7441,1646632567406981971,gnss,-1,1,35.154320729,136.966402403,77.9852,2.4569,-0.0911,0.5652,-0.0911,2.6826,-1.0343,0.5652,-1.0343,6.6287,3
1646632567609395744,7442,1646632567608892784,gnss,-1,1,35.154326697,136.966407207,77.8934,2.4569,-0.0909,0.5653,-0.0909,2.6826,-1.0341,0.5653,-1.0341,6.6286,3
1646632567808341517,7443,1646632567808195821,gnss,-1,1,35.154333107,136.9664128,77.871,2.4569,-0.0907,0.5654,-0.0907,2.6826,-1.0339,0.5654,-1.0339,6.6286,3
1646632568010454437,7444,1646632568010265499,gnss,-1,1,35.154340211,136.966418127,77.9287,2.457,-0.0905,0.5655,-0.0905,2.6826,-1.0337,0.5655,-1.0337,6.6285,3
1646632568210843220,7445,1646632568210705401,gnss,-1,1,35.154347724,136.96642311,77.8518,2.457,-0.0904,0.5655,-0.0904,2.6826,-1.0335,0.5655,-1.0335,6.6285,3
1646632568401119600,7446,1646632568400997842,gnss,-1,1,35.154355647,136.966428901,77.844,2.457,-0.0902,0.5656,-0.0902,2.6826,-1.0333,0.5656,-1.0333,6.6284,3
1646632568605138941,7447,1646632568604869902,gnss,-1,1,35.154363472,136.966434776,77.7515,2.457,-0.09,0.5657,-0.09,2.6826,-1.0331,0.5657,-1.0331,6.6283,3
1646632568805287448,7448,1646632568805178653,gnss,-1,1,35.154371762,136.966440347,77.7104,2.457,-0.0898,0.5658,-0.0898,2.6826,-1.0329,0.5658,-1.0329,6.6283,3
1646632569006595546,7449,1646632569006402058,gnss,-1,1,35.154380889,136.966446127,77.678,2.457,-0.0896,0.5658,-0.0896,2.6826,-1.0327,0.5658,-1.0327,6.6282,3
1646632569207714401,7450,1646632569207613914,gnss,-1,1,35.154390639,136.96645174,77.584,2.457,-0.0894,0.5659,-0.0894,2.6826,-1.0325,0.5659,-1.0325,6.6282,3
1646632569401808781,7451,1646632569401336338,gnss,-1,1,35.154400068,136.966458023,77.6113,2.457,-0.0892,0.566,-0.0892,2.6826,-1.0323,0.566,-1.0323,6.6281,3
1646632569601597566,7452,1646632569601390419,gnss,-1,1,35.154409876,136.966464789,77.6156,2.457,-0.089,0.5661,-0.089,2.6826,-1.0321,0.5661,-1.0321,6.628,3
1646632569802696944,7453,1646632569802537353,gnss,-1,1,35.154420242,136.966471234,77.6441,2.457,-0.0889,0.5662,-0.0889,2.6826,-1.0319,0.5662,-1.0319,6.628,3
1646632569993744965,7454,1646632569993576999,gnss,-1,1,35.154430586,136.966477816,77.6435,2.457,-0.0887,0.5662,-0.0887,2.6826,-1.0317,0.5662,-1.0317,6.6279,3
1646632570193925030,7455,1646632570193811641,gnss,-1,1,35.154441752,136.966484099,77.6609,2.457,-0.0885,0.5663,-0.0885,2.6826,-1.0316,0.5663,-1.0316,6.6279,3
1646632570397284393,7456,1646632570396984435,gnss,-1,1,35.154452788,136.966490676,77.6979,2.457,-0.0883,0.5664,-0.0883,2.6826,-1.0314,0.5664,-1.0314,6.6278,3
1646632570599213917,7457,1646632570598976914,gnss,-1,1,35.154464452,136.96649664,77.6922,2.457,-0.0881,0.5665,-0.0881,2.6826,-1.0312,0.5665,-1.0312,6.6278,3
1646632570801031208,7458,1646632570800798625,gnss,-1,1,35.154477625,136.966504249,77.2476,2.5168,0.6189,-0.9927,0.6189,2.7767,-1.6672,-0.9927,-1.6672,7.0474,3
1646632571002448539,7459,1646632571001908779,gnss,-1,1,35.154490778,136.96651037,77.3503,2.5902,0.0674,-1.6363,0.0674,2.8446,-1.0346,-1.6363,-1.0346,7.5699,3
1646632571212429317,7460,1646632571212304085,gnss,-1,1,35.154503885,136.966517169,77.3246,2.5902,0.0675,-1.6362,0.0675,2.8446,-1.0343,-1.6362,-1.0343,7.5698,3
1646632571395823402,7461,1646632571395406941,gnss,-1,1,35.154517483,136.966523381,77.2577,2.5902,0.0675,-1.6362,0.0675,2.8446,-1.0341,-1.6362,-1.0341,7.5698,3
1646632571605441386,7462,1646632571605267436,gnss,-1,1,35.154531645,136.966530282,77.2397,2.5902,0.0675,-1.6362,0.0675,2.8446,-1.0339,-1.6362,-1.0339,7.5697,3
1646632571795656918,7463,1646632571795521634,gnss,-1,1,35.154545454,136.966536619,77.2942,2.5902,0.0675,-1.6362,0.0675,2.8446,-1.0336,-1.6362,-1.0336,7.5697,3
1646632571997386764,7464,1646632571997264877,gnss,-1,1,35.154559664,136.966542538,77.2117,2.823,-1.0642,-2.5695,-1.0642,3.0197,1.5735,-2.5695,1.5735,8.3386,3
1646632572197611607,7465,1646632572197485151,gnss,-1,1,35.154574909,136.966549184,77.1359,2.823,-1.0643,-2.5695,-1.0643,3.0197,1.5737,-2.5695,1.5737,8.3385,3
1646632572237781519,7466,1646632572237646209,gnss,-1,1,35.154574909,136.966549184,77.1359,2.823,-1.0643,-2.5695,-1.0643,3.0197,1.5737,-2.5695,1.5737,8.3385,3
1646632572238592095,7467,1646632572238496595,gnss,-1,1,35.154574909,136.966549184,77.1359,2.823,-1.0643,-2.5695,-1.0643,3.0197,1.5737,-2.5695,1.5737,8.3385,3
1646632572247836684,7468,1646632572247689518,gnss,-1,1,35.154574909,136.966549184,77.1359,2.823,-1.0643,-2.5695,-1.0643,3.0197,1.5737,-2.5695,1.5737,8.3385,3
1646632572248723592,7469,1646632572248608557,gnss,-1,1,35.154574909,136.966549184,77.1359,2.823,-1.0643,-2.5695,-1.0643,3.0197,1.5737,-2.5695,1.5737,8.3385,3
1646632572257782834,7470,1646632572257672792,gnss,-1,1,35.154574909,136.966549184,77.1359,2.823,-1.0643,-2.5695,-1.0643,3.0197,1.5737,-2.5695,1.5737,8.3385,3
1646632572398548256,7471,1646632572398424476,gnss,-1,1,35.154590213,136.966554848,77.1215,2.823,-1.0643,-2.5695,-1.0643,3.0197,1.5739,-2.5695,1.5739,8.3384,3
1646632572602931372,7472,1646632572602481360,gnss,-1,1,35.15460545,136.966561032,77.1055,2.823,-1.0643,-2.5694,-1.0643,3.0197,1.5741,-2.5694,1.5741,8.3384,3
1646632572801425491,7473,1646632572801231441,gnss,-1,1,35.154620435,136.966565941,77.6034,2.677,-1.1903,-1.82,-1.1903,3.003,1.9084,-1.82,1.9084,7.4864,3
1646632573003238489,7474,1646632573002956216,gnss,-1,1,35.154637617,136.96657033,77.4427,2.4974,-0.5986,-0.7662,-0.5986,2.7952,0.7344,-0.7662,0.7344,6.9322,3
