%time,field.header.seq,field.header.stamp,field.header.frame_id,field.status.status,field.status.service,field.latitude,field.longitude,field.altitude,field.position_covariance0,field.position_covariance1,field.position_covariance2,field.position_covariance3,field.position_covariance4,field.position_covariance5,field.position_covariance6,field.position_covariance7,field.position_covariance8,field.position_covariance_type
1646632632601489679,7777,1646632632601269294,gnss,-1,1,35.157258158,136.966059558,80.4474,2.7546,-0.6198,-1.8987,-0.6198,3.0958,-1.4387,-1.8987,-1.4387,7.3845,3
1646632632801714947,7778,1646632632801530605,gnss,-1,1,35.157258238,136.96605998,80.3946,2.7546,-0.6198,-1.8986,-0.6198,3.0958,-1.4385,-1.8986,-1.4385,7.3844,3
1646632633002948711,7779,1646632633002745964,gnss,-1,1,35.157258358,136.966060168,80.4514,2.7546,-0.6198,-1.8986,-0.6198,3.0958,-1.4383,-1.8986,-1.4383,7.3844,3
1646632633204089661,7780,1646632633203960114,gnss,-1,1,35.157258702,136.966060483,80.4189,2.7546,-0.6199,-1.8985,-0.6199,3.0958,-1.438,-1.8985,-1.438,7.3843,3
1646632633395269156,7781,1646632633395162288,gnss,-1,1,35.157258674,136.966060405,80.3871,2.7546,-0.6199,-1.8984,-0.6199,3.0958,-1.4378,-1.8984,-1.4378,7.3842,3
1646632633616672834,7782,1646632633616550305,gnss,-1,1,35.157258546,136.966060921,80.373,2.7546,-0.6199,-1.8984,-0.6199,3.0958,-1.4375,-1.8984,-1.4375,7.3841,3
1646632633796992586,7783,1646632633796876693,gnss,-1,1,35.157258306,136.966061554,80.2876,2.7546,-0.6199,-1.8983,-0.6199,3.0958,-1.4373,-1.8983,-1.4373,7.384,3
1646632633997344024,7784,1646632633997093504,gnss,-1,1,35.157258541,136.966061417,80.2353,2.7546,-0.6199,-1.8983,-0.6199,3.0958,-1.437,-1.8983,-1.437,7.3839,3
1646632634197727554,7785,1646632634197617038,gnss,-1,1,35.157258421,136.966061448,80.2308,2.7546,-0.62,-1.8982,-0.62,3.0958,-1.4368,-1.8982,-1.4368,7.3839,3
1646632634398967651,7786,1646632634398767129,gnss,-1,1,35.157258424,136.966061724,80.1053,2.7547,-0.62,-1.8981,-0.62,3.0957,-1.4365,-1.8981,-1.4365,7.3838,3
1646632634601422336,7787,1646632634601162256,gnss,-1,1,35.157258098,136.966061491,80.0472,2.7547,-0.62,-1.8981,-0.62,3.0957,-1.4363,-1.8981,-1.4363,7.3837,3
1646632634801731328,7788,1646632634801513669,gnss,-1,1,35.157258014,136.966061214,80.0767,2.7547,-0.62,-1.898,-0.62,3.0957,-1.436,-1.898,-1.436,7.3836,3
1646632635001806532,7789,1646632635001685773,gnss,-1,1,35.157257982,136.966061713,80.0723,2.7547,-0.62,-1.8979,-0.62,3.0957,-1.4358,-1.8979,-1.4358,7.3835,3
1646632635202015458,7790,1646632635201874351,gnss,-1,1,35.157258207,136.966061516,80.0537,2.7547,-0.6201,-1.8979,-0.6201,3.0957,-1.4355,-1.8979,-1.4355,7.3835,3
1646632635394424317,7791,1646632635394271897,gnss,-1,1,35.157258465,136.966061552,79.9889,2.7547,-0.6201,-1.8978,-0.6201,3.0957,-1.4353,-1.8978,-1.4353,7.3834,3
1646632635595729280,7792,1646632635595592717,gnss,-1,1,35.157258662,136.966060792,80.0938,2.7547,-0.6201,-1.8977,-0.6201,3.0957,-1.435,-1.8977,-1.435,7.3833,3
1646632635796951270,7793,1646632635796829841,gnss,-1,1,35.157258692,136.966061297,80.1125,2.7547,-0.6201,-1.8977,-0.6201,3.0957,-1.4348,-1.8977,-1.4348,7.3832,3
1646632636000411381,7794,1646632636000173973,gnss,-1,1,35.157258428,136.966061666,80.1687,2.7547,-0.6201,-1.8976,-0.6201,3.0957,-1.4346,-1.8976,-1.4346,7.3831,3
1646632636200584648,7795,1646632636200471827,gnss,-1,1,35.157258524,136.966061733,80.1388,2.7547,-0.6202,-1.8975,-0.6202,3.0957,-1.4343,-1.8975,-1.4343,7.3831,3
1646632636402978589,7796,1646632636402786329,gnss,-1,1,35.157258691,136.966061812,80.0783,2.7547,-0.6202,-1.8975,-0.6202,3.0956,-1.4341,-1.8975,-1.4341,7.383,3
1646632636604319429,7797,1646632636604105435,gnss,-1,1,35.15725868,136.966061534,80.1324,2.7547,-0.6202,-1.8974,-0.6202,3.0956,-1.4338,-1.8974,-1.4338,7.3829,3
1646632636795472660,7798,1646632636795214579,gnss,-1,1,35.157258932,136.966061786,80.1114,2.7547,-0.6202,-1.8973,-0.6202,3.0956,-1.4336,-1.8973,-1.4336,7.3828,3
1646632636997761864,7799,1646632636997549241,gnss,-1,1,35.157259168,136.966061254,80.0943,2.7548,-0.6202,-1.8973,-0.6202,3.0956,-1.4333,-1.8973,-1.4333,7.3827,3
1646632637196937981,7800,1646632637196825359,gnss,-1,1,35.15725904,136.966061363,80.1336,2.7548,-0.6203,-1.8972,-0.6203,3.0956,-1.4331,-1.8972,-1.4331,7.3827,3
1646632637399131782,7801,1646632637399025607,gnss,-1,1,35.157258672,136.966061116,80.203,2.7548,-0.6203,-1.8971,-0.6203,3.0956,-1.4328,-1.8971,-1.4328,7.3826,3
1646632637600378070,7802,1646632637600243388,gnss,-1,1,35.157258912,136.966061109,80.1764,2.7548,-0.6203,-1.8971,-0.6203,3.0956,-1.4326,-1.8971,-1.4326,7.3825,3
1646632637793213044,7803,1646632637792848608,gnss,-1,1,35.157259101,136.966061449,80.1728,2.7548,-0.6203,-1.897,-0.6203,3.0956,-1.4323,-1.897,-1.4323,7.3824,3
1646632637993146756,7804,1646632637992902672,gnss,-1,1,35.15725907,136.96606106,80.2002,2.7548,-0.6203,-1.8969,-0.6203,3.0956,-1.4321,-1.8969,-1.4321,7.3823,3
1646632638194291191,7805,1646632638194180355,gnss,-1,1,35.157259036,136.966061273,80.1754,2.7548,-0.6203,-1.8969,-0.6203,3.0956,-1.4318,-1.8969,-1.4318,7.3822,3
1646632638395844596,7806,1646632638395719163,gnss,-1,1,35.157258772,136.966060967,80.1073,2.7548,-0.6204,-1.8968,-0.6204,3.0955,-1.4316,-1.8968,-1.4316,7.3822,3
1646632638607025491,7807,1646632638606910901,gnss,-1,1,35.157258662,136.966061178,80.0738,2.7548,-0.6204,-1.8967,-0.6204,3.0955,-1.4313,-1.8967,-1.4313,7.3821,3
1646632638802500054,7808,1646632638802034458,gnss,-1,1,35.15725872,136.966060718,80.0524,2.7548,-0.6204,-1.8967,-0.6204,3.0955,-1.4311,-1.8967,-1.4311,7.382,3
1646632639001519918,7809,1646632639001220586,gnss,-1,1,35.157258797,136.966060923,80.0107,2.7548,-0.6204,-1.8966,-0.6204,3.0955,-1.4308,-1.8966,-1.4308,7.3819,3
1646632639211649991,7810,1646632639211534192,gnss,-1,1,35.157258377,136.966061309,79.9156,2.7548,-0.6204,-1.8965,-0.6204,3.0955,-1.4306,-1.8965,-1.4306,7.3818,3
1646632639394166576,7811,1646632639393900449,gnss,-1,1,35.157258334,136.966061268,79.9063,2.7548,-0.6205,-1.8965,-0.6205,3.0955,-1.4304,-1.8965,-1.4304,7.3818,3
1646632639615249630,7812,1646632639615062330,gnss,-1,1,35.157258175,136.966061569,79.9296,2.7549,-0.6205,-1.8964,-0.6205,3.0955,-1.4301,-1.8964,-1.4301,7.3817,3
1646632639796311115,7813,1646632639796138122,gnss,-1,1,35.157258285,136.966061626,79.8667,2.7549,-0.6205,-1.8963,-0.6205,3.0955,-1.4299,-1.8963,-1.4299,7.3816,3
1646632639996934406,7814,1646632639996746122,gnss,-1,1,35.157258558,136.966061221,79.8451,2.7549,-0.6205,-1.8963,-0.6205,3.0955,-1.4296,-1.8963,-1.4296,7.3815,3
1646632640197135969,7815,1646632640197015218,gnss,-1,1,35.157258743,136.96606077,79.9474,2.7549,-0.6205,-1.8962,-0.6205,3.0955,-1.4294,-1.8962,-1.4294,7.3814,3
1646632640399142373,7816,1646632640398850634,gnss,-1,1,35.157258749,136.966060635,79.8835,2.7549,-0.6206,-1.8961,-0.6206,3.0954,-1.4291,-1.8961,-1.4291,7.3814,3
1646632640601297410,7817,1646632640601054734,gnss,-1,1,35.157258993,136.966060481,79.7978,2.7549,-0.6206,-1.8961,-0.6206,3.0954,-1.4289,-1.8961,-1.4289,7.3813,3
1646632640802349679,7818,1646632640802094656,gnss,-1,1,35.157259347,136.966060499,79.8089,2.7549,-0.6206,-1.896,-0.6206,3.0954,-1.4286,-1.896,-1.4286,7.3812,3
1646632641001761051,7819,1646632641001613382,gnss,-1,1,35.157259133,136.966060347,79.7719,2.7549,-0.6206,-1.896,-0.6206,3.0954,-1.4284,-1.896,-1.4284,7.3811,3
1646632641203063116,7820,1646632641202944230,gnss,-1,1,35.157259147,136.966060532,79.828,2.7549,-0.6206,-1.8959,-0.6206,3.0954,-1.4281,-1.8959,-1.4281,7.381,3
1646632641394295272,7821,1646632641394171073,gnss,-1,1,35.157258916,136.966060293,79.8387,2.7549,-0.6206,-1.8958,-0.6206,3.0954,-1.4279,-1.8958,-1.4279,7.381,3
1646632641596417090,7822,1646632641596191085,gnss,-1,1,35.157259009,136.966060546,79.8128,2.7549,-0.6207,-1.8958,-0.6207,3.0954,-1.4276,-1.8958,-1.4276,7.3809,3
1646632641796559119,7823,1646632641796436356,gnss,-1,1,35.157258748,136.966060699,79.8039,2.7549,-0.6207,-1.8957,-0.6207,3.0954,-1.4274,-1.8957,-1.4274,7.3808,3
1646632641999604257,7824,1646632641999273783,gnss,-1,1,35.15725877,136.966060315,79.8079,2.755,-0.6207,-1.8956,-0.6207,3.0954,-1.4271,-1.8956,-1.4271,7.3807,3
1646632642198805257,7825,1646632642198696842,gnss,-1,1,35.157258656,136.966059868,79.7914,2.755,-0.6207,-1.8956,-0.6207,3.0954,-1.4269,-1.8956,-1.4269,7.3806,3
1646632642401688483,7826,1646632642401391412,gnss,-1,1,35.157258509,136.966060004,79.637,2.755,-0.6207,-1.8955,-0.6207,3.0953,-1.4266,-1.8955,-1.4266,7.3806,3
1646632642611920891,7827,1646632642611812600,gnss,-1,1,35.157258777,136.966059851,79.7156,2.755,-0.6208,-1.8954,-0.6208,3.0953,-1.4264,-1.8954,-1.4264,7.3805,3
1646632642793793953,7828,1646632642793604687,gnss,-1,1,35.157258803,136.96605954,79.7296,2.755,-0.6208,-1.8954,-0.6208,3.0953,-1.4261,-1.8954,-1.4261,7.3804,3
1646632642993838929,7829,1646632642993658949,gnss,-1,1,35.157259011,136.966059295,79.731,2.755,-0.6208,-1.8953,-0.6208,3.0953,-1.4259,-1.8953,-1.4259,7.3803,3
1646632643215164623,7830,1646632643215035374,gnss,-1,1,35.157258893,136.966059347,79.6232,2.755,-0.6208,-1.8952,-0.6208,3.0953,-1.4256,-1.8952,-1.4256,7.3802,3
1646632643398804421,7831,1646632643398483732,gnss,-1,1,35.157259056,136.96605953,79.6056,2.755,-0.6208,-1.8952,-0.6208,3.0953,-1.4254,-1.8952,-1.4254,7.3801,3
1646632643598957660,7832,1646632643598754427,gnss,-1,1,35.157259177,136.966059455,79.5858,2.755,-0.6209,-1.8951,-0.6209,3.0953,-1.4251,-1.8951,-1.4251,7.3801,3
1646632643800365113,7833,1646632643800127481,gnss,-1,1,35.157258993,136.966059051,79.5675,2.755,-0.6209,-1.895,-0.6209,3.0953,-1.4249,-1.895,-1.4249,7.38,3
1646632644001587551,7834,1646632644001218122,gnss,-1,1,35.157259182,136.966059201,79.5386,2.755,-0.6209,-1.895,-0.6209,3.0953,-1.4247,-1.895,-1.4247,7.3799,3
1646632644201651089,7835,1646632644201516532,gnss,-1,1,35.15725974,136.966059017,79.4957,2.755,-0.6209,-1.8949,-0.6209,3.0953,-1.4244,-1.8949,-1.4244,7.3798,3
1646632644393780141,7836,1646632644393589422,gnss,-1,1,35.157259877,136.966058562,79.4738,2.755,-0.6209,-1.8948,-0.6209,3.0952,-1.4242,-1.8948,-1.4242,7.3797,3
1646632644595325646,7837,1646632644595054626,gnss,-1,1,35.15726019,136.966058156,79.4997,2.7551,-0.6209,-1.8948,-0.6209,3.0952,-1.4239,-1.8948,-1.4239,7.3797,3
1646632644796736211,7838,1646632644796512715,gnss,-1,1,35.157259886,136.966057508,79.6186,2.7551,-0.621,-1.8947,-0.621,3.0952,-1.4237,-1.8947,-1.4237,7.3796,3
1646632644997640651,7839,1646632644997477260,gnss,-1,1,35.157260289,136.966056953,79.5923,2.7551,-0.621,-1.8946,-0.621,3.0952,-1.4234,-1.8946,-1.4234,7.3795,3
1646632645197839328,7840,1646632645197739273,gnss,-1,1,35.157260441,136.966056968,79.6595,2.7551,-0.621,-1.8946,-0.621,3.0952,-1.4232,-1.8946,-1.4232,7.3794,3
1646632645400948163,7841,1646632645400685144,gnss,-1,1,35.157260487,136.96605698,79.6426,2.7551,-0.621,-1.8945,-0.621,3.0952,-1.4229,-1.8945,-1.4229,7.3793,3
1646632645611676383,7842,1646632645611406735,gnss,-1,1,35.157260296,136.966057123,79.6945,2.7551,-0.621,-1.8944,-0.621,3.0952,-1.4227,-1.8944,-1.4227,7.3793,3
1646632645801831103,7843,1646632645801712505,gnss,-1,1,35.157260645,136.966056822,79.6925,2.7551,-0.6211,-1.8944,-0.6211,3.0952,-1.4224,-1.8944,-1.4224,7.3792,3
1646632645993140395,7844,1646632645993002054,gnss,-1,1,35.157260795,136.966056363,79.6822,2.7551,-0.6211,-1.8943,-0.6211,3.0952,-1.4222,-1.8943,-1.4222,7.3791,3
1646632646195494134,7845,1646632646195331237,gnss,-1,1,35.157261143,136.966055824,79.7214,2.7551,-0.6211,-1.8942,-0.6211,3.0952,-1.4219,-1.8942,-1.4219,7.379,3
1646632646397273957,7846,1646632646397096563,gnss,-1,1,35.157260929,136.966055628,79.7306,2.7551,-0.6211,-1.8942,-0.6211,3.0951,-1.4217,-1.8942,-1.4217,7.3789,3
1646632646598133492,7847,1646632646597930414,gnss,-1,1,35.157261138,136.966055645,79.749,2.7551,-0.6211,-1.8941,-0.6211,3.0951,-1.4214,-1.8941,-1.4214,7.3789,3
1646632646799760075,7848,1646632646799637472,gnss,-1,1,35.15726096,136.966055564,79.8277,2.7551,-0.6212,-1.8941,-0.6212,3.0951,-1.4212,-1.8941,-1.4212,7.3788,3
1646632647001241197,7849,1646632647001104485,gnss,-1,1,35.157260428,136.966054931,79.9229,2.7551,-0.6212,-1.894,-0.6212,3.0951,-1.4209,-1.894,-1.4209,7.3787,3
1646632647201888131,7850,1646632647201754176,gnss,-1,1,35.15726064,136.966054452,79.9837,2.7552,-0.6212,-1.8939,-0.6212,3.0951,-1.4207,-1.8939,-1.4207,7.3786,3
1646632647392377284,7851,1646632647392235421,gnss,-1,1,35.157260584,136.96605446,80.0223,2.7552,-0.6212,-1.8939,-0.6212,3.0951,-1.4204,-1.8939,-1.4204,7.3785,3
1646632647593620575,7852,1646632647593374488,gnss,-1,1,35.157260626,136.966054235,79.985,2.7552,-0.6212,-1.8938,-0.6212,3.0951,-1.4202,-1.8938,-1.4202,7.3784,3
1646632647795057075,7853,1646632647794781250,gnss,-1,1,35.157260197,136.966054054,80.0891,2.7552,-0.6212,-1.8937,-0.6212,3.0951,-1.4199,-1.8937,-1.4199,7.3784,3
1646632647995673565,7854,1646632647995449390,gnss,-1,1,35.157260602,136.966054093,79.9233,2.7552,-0.6213,-1.8937,-0.6213,3.0951,-1.4197,-1.8937,-1.4197,7.3783,3
1646632648195969898,7855,1646632648195791368,gnss,-1,1,35.157260065,136.966053968,79.8411,2.7552,-0.6213,-1.8936,-0.6213,3.0951,-1.4194,-1.8936,-1.4194,7.3782,3
1646632648398674236,7856,1646632648398361527,gnss,-1,1,35.15725983,136.966054013,79.8395,2.7552,-0.6213,-1.8935,-0.6213,3.095,-1.4192,-1.8935,-1.4192,7.3781,3
1646632648610535837,7857,1646632648610264720,gnss,-1,1,35.157259845,136.966054361,79.8174,2.7552,-0.6213,-1.8935,-0.6213,3.095,-1.4189,-1.8935,-1.4189,7.378,3
1646632648802135935,7858,1646632648801840684,gnss,-1,1,35.157259837,136.966054481,79.7334,2.7552,-0.6213,-1.8934,-0.6213,3.095,-1.4187,-1.8934,-1.4187,7.378,3
1646632648993607169,7859,1646632648993357924,gnss,-1,1,35.157260002,136.966054724,79.6878,2.7552,-0.6214,-1.8933,-0.6214,3.095,-1.4184,-1.8933,-1.4184,7.3779,3
1646632649203831216,7860,1646632649203721319,gnss,-1,1,35.157260169,136.966054831,79.6686,2.7552,-0.6214,-1.8933,-0.6214,3.095,-1.4182,-1.8933,-1.4182,7.3778,3
1646632649396262470,7861,1646632649396067109,gnss,-1,1,35.157260093,136.9660548,79.6848,2.7552,-0.6214,-1.8932,-0.6214,3.095,-1.4179,-1.8932,-1.4179,7.3777,3
1646632649596775034,7862,1646632649596636637,gnss,-1,1,35.157260352,136.966055018,79.7955,2.7553,-0.6214,-1.8931,-0.6214,3.095,-1.4177,-1.8931,-1.4177,7.3776,3
1646632649797957748,7863,1646632649797835495,gnss,-1,1,35.157260037,136.966055354,79.7942,2.7553,-0.6214,-1.8931,-0.6214,3.095,-1.4174,-1.8931,-1.4174,7.3776,3
1646632649999032460,7864,1646632649998919094,gnss,-1,1,35.157260013,136.966055473,79.8246,2.7553,-0.6214,-1.893,-0.6214,3.095,-1.4172,-1.893,-1.4172,7.3775,3
1646632650200290936,7865,1646632650200170740,gnss,-1,1,35.157260074,136.966055365,79.7562,2.7553,-0.6215,-1.8929,-0.6215,3.095,-1.4169,-1.8929,-1.4169,7.3774,3
1646632650402697696,7866,1646632650402488589,gnss,-1,1,35.157260178,136.966055119,79.7552,2.7553,-0.6215,-1.8929,-0.6215,3.0949,-1.4167,-1.8929,-1.4167,7.3773,3
1646632650603993995,7867,1646632650603712689,gnss,-1,1,35.157260203,136.966055579,79.5985,2.7553,-0.6215,-1.8928,-0.6215,3.0949,-1.4164,-1.8928,-1.4164,7.3772,3
1646632650795184156,7868,1646632650794925264,gnss,-1,1,35.157260217,136.966055981,79.6446,2.7553,-0.6215,-1.8927,-0.6215,3.0949,-1.4162,-1.8927,-1.4162,7.3772,3
1646632650997315890,7869,1646632650997135237,gnss,-1,1,35.157259894,136.96605602,79.6616,2.7553,-0.6215,-1.8927,-0.6215,3.0949,-1.4159,-1.8927,-1.4159,7.3771,3
1646632651197531078,7870,1646632651197425102,gnss,-1,1,35.157260179,136.966056036,79.6298,2.7553,-0.6216,-1.8926,-0.6216,3.0949,-1.4157,-1.8926,-1.4157,7.377,3
1646632651399894428,7871,1646632651399654116,gnss,-1,1,35.157260275,136.966056112,79.7865,2.7553,-0.6216,-1.8925,-0.6216,3.0949,-1.4154,-1.8925,-1.4154,7.3769,3
1646632651611240128,7872,1646632651610999481,gnss,-1,1,35.157260415,136.966055826,79.7967,2.7553,-0.6216,-1.8925,-0.6216,3.0949,-1.4152,-1.8925,-1.4152,7.3768,3
1646632651802477123,7873,1646632651802238614,gnss,-1,1,35.157259943,136.966055343,79.8291,2.7553,-0.6216,-1.8924,-0.6216,3.0949,-1.4149,-1.8924,-1.4149,7.3767,3
1646632652003784629,7874,1646632652003509638,gnss,-1,1,35.157259827,136.966055328,79.8481,2.7553,-0.6216,-1.8923,-0.6216,3.0949,-1.4147,-1.8923,-1.4147,7.3767,3
1646632652223943317,7875,1646632652223823681,gnss,-1,1,35.157259966,136.966055831,79.6895,2.7554,-0.6216,-1.8923,-0.6216,3.0949,-1.4144,-1.8923,-1.4144,7.3766,3
1646632652395422862,7876,1646632652395268815,gnss,-1,1,35.157260142,136.966056055,79.6749,2.7554,-0.6217,-1.8922,-0.6217,3.0949,-1.4142,-1.8922,-1.4142,7.3765,3
1646632652596587074,7877,1646632652596470804,gnss,-1,1,35.157259773,136.96605681,79.6256,2.7554,-0.6217,-1.8922,-0.6217,3.0948,-1.4139,-1.8922,-1.4139,7.3764,3
1646632652797742528,7878,1646632652797624403,gnss,-1,1,35.157260549,136.966055164,79.7323,2.8458,-0.9255,-1.6914,-0.9255,3.1645,-1.6329,-1.6914,-1.6329,7.4453,3
1646632652998922574,7879,1646632652998788165,gnss,-1,1,35.157260798,136.966055351,79.7461,2.8458,-0.9255,-1.6913,-0.9255,3.1645,-1.6326,-1.6913,-1.6326,7.4452,3
1646632653200175827,7880,1646632653200051101,gnss,-1,1,35.15726115,136.966055651,79.71,2.8458,-0.9255,-1.6912,-0.9255,3.1645,-1.6324,-1.6912,-1.6324,7.4451,3
1646632653401411986,7881,1646632653401286446,gnss,-1,1,35.157261265,136.966055842,79.6304,2.8458,-0.9255,-1.6911,-0.9255,3.1645,-1.6322,-1.6911,-1.6322,7.445,3
1646632653592515618,7882,1646632653592400614,gnss,-1,1,35.157261181,136.966055618,79.7177,2.8458,-0.9255,-1.6911,-0.9255,3.1645,-1.632,-1.6911,-1.632,7.445,3
1646632653793722941,7883,1646632653793624953,gnss,-1,1,35.157261167,136.966056378,79.6263,2.7554,-0.6218,-1.8918,-0.6218,3.0948,-1.4124,-1.8918,-1.4124,7.3759,3
1646632653995770002,7884,1646632653995580293,gnss,-1,1,35.157261193,136.966056038,79.7034,2.7554,-0.6218,-1.8917,-0.6218,3.0948,-1.4122,-1.8917,-1.4122,7.3759,3
1646632654196101176,7885,1646632654195988135,gnss,-1,1,35.157261359,136.966055885,79.745,2.7554,-0.6218,-1.8916,-0.6218,3.0948,-1.4119,-1.8916,-1.4119,7.3758,3
1646632654398100990,7886,1646632654397933400,gnss,-1,1,35.157261549,136.966055685,79.7475,2.7554,-0.6218,-1.8916,-0.6218,3.0948,-1.4117,-1.8916,-1.4117,7.3757,3
1646632654609197663,7887,1646632654608977970,gnss,-1,1,35.157261361,136.966055946,79.7648,2.7554,-0.6219,-1.8915,-0.6219,3.0947,-1.4114,-1.8915,-1.4114,7.3756,3
1646632654801227677,7888,1646632654801025096,gnss,-1,1,35.157261436,136.96605636,79.8044,2.7555,-0.6219,-1.8914,-0.6219,3.0947,-1.4112,-1.8914,-1.4112,7.3755,3
1646632654993012692,7889,1646632654992843016,gnss,-1,1,35.157261591,136.966056528,79.79,2.7555,-0.6219,-1.8914,-0.6219,3.0947,-1.4109,-1.8914,-1.4109,7.3755,3
1646632655214382952,7890,1646632655214257525,gnss,-1,1,35.1572619,136.966055684,79.7558,2.7555,-0.6219,-1.8913,-0.6219,3.0947,-1.4107,-1.8913,-1.4107,7.3754,3
1646632655397555919,7891,1646632655397300854,gnss,-1,1,35.157262277,136.96605583,79.6712,2.7555,-0.6219,-1.8912,-0.6219,3.0947,-1.4104,-1.8912,-1.4104,7.3753,3
1646632655598966261,7892,1646632655598658596,gnss,-1,1,35.157262294,136.966055806,79.7033,2.7555,-0.622,-1.8912,-0.622,3.0947,-1.4102,-1.8912,-1.4102,7.3752,3
1646632655799061011,7893,1646632655798762874,gnss,-1,1,35.157262275,136.96605551,79.6969,2.7555,-0.622,-1.8911,-0.622,3.0947,-1.4099,-1.8911,-1.4099,7.3751,3
1646632656000055246,7894,1646632655999856566,gnss,-1,1,35.157262052,136.966055326,79.7101,2.7555,-0.622,-1.891,-0.622,3.0947,-1.4097,-1.891,-1.4097,7.3751,3
1646632656201178320,7895,1646632656201060071,gnss,-1,1,35.157262043,136.966055357,79.7065,2.7555,-0.622,-1.891,-0.622,3.0947,-1.4094,-1.891,-1.4094,7.375,3
1646632656293216152,7896,1646632656292886172,gnss,-1,1,35.157262043,136.966055357,79.7065,2.7555,-0.622,-1.891,-0.622,3.0947,-1.4094,-1.891,-1.4094,7.375,3
1646632656295339369,7897,1646632656295084766,gnss,-1,1,35.157262043,136.966055357,79.7065,2.7555,-0.622,-1.891,-0.622,3.0947,-1.4094,-1.891,-1.4094,7.375,3
1646632656297471485,7898,1646632656297212448,gnss,-1,1,35.157262043,136.966055357,79.7065,2.7555,-0.622,-1.891,-0.622,3.0947,-1.4094,-1.891,-1.4094,7.375,3
1646632656394254121,7899,1646632656393886547,gnss,-1,1,35.157262221,136.966054898,79.7597,2.7555,-0.622,-1.8909,-0.622,3.0947,-1.4092,-1.8909,-1.4092,7.3749,3
1646632656595097767,7900,1646632656594830466,gnss,-1,1,35.157262288,136.96605463,79.7655,2.7555,-0.622,-1.8908,-0.622,3.0946,-1.4089,-1.8908,-1.4089,7.3748,3
1646632656795165734,7901,1646632656795049664,gnss,-1,1,35.157262425,136.966054396,79.7499,2.7555,-0.6221,-1.8908,-0.6221,3.0946,-1.4087,-1.8908,-1.4087,7.3747,3
1646632656996374481,7902,1646632656996263612,gnss,-1,1,35.157262372,136.966054665,79.7358,2.7555,-0.6221,-1.8907,-0.6221,3.0946,-1.4084,-1.8907,-1.4084,7.3746,3
1646632657198103127,7903,1646632657198001160,gnss,-1,1,35.157262143,136.966054825,79.712,2.7556,-0.6221,-1.8906,-0.6221,3.0946,-1.4082,-1.8906,-1.4082,7.3746,3
1646632657399482382,7904,1646632657399377442,gnss,-1,1,35.157262087,136.966055273,79.6093,2.7556,-0.6221,-1.8906,-0.6221,3.0946,-1.4079,-1.8906,-1.4079,7.3745,3
1646632657610791375,7905,1646632657610681209,gnss,-1,1,35.157262068,136.966055271,79.4729,2.7556,-0.6221,-1.8905,-0.6221,3.0946,-1.4077,-1.8905,-1.4077,7.3744,3
1646632657802139126,7906,1646632657801935944,gnss,-1,1,35.157262007,136.966055079,79.5505,2.7556,-0.6221,-1.8905,-0.6221,3.0946,-1.4074,-1.8905,-1.4074,7.3743,3
1646632658002528433,7907,1646632658002300394,gnss,-1,1,35.157261952,136.966055442,79.5094,2.7556,-0.6222,-1.8904,-0.6222,3.0946,-1.4072,-1.8904,-1.4072,7.3742,3
1646632658201825720,7908,1646632658201688254,gnss,-1,1,35.157261203,136.966055922,79.5497,2.7556,-0.6222,-1.8903,-0.6222,3.0946,-1.4069,-1.8903,-1.4069,7.3742,3
1646632658392933643,7909,1646632658392824301,gnss,-1,1,35.157260947,136.966056047,79.5767,2.7556,-0.6222,-1.8903,-0.6222,3.0946,-1.4067,-1.8903,-1.4067,7.3741,3
1646632658594131138,7910,1646632658594019848,gnss,-1,1,35.157260954,136.966056033,79.5562,2.7556,-0.6222,-1.8902,-0.6222,3.0946,-1.4064,-1.8902,-1.4064,7.374,3
1646632658795401489,7911,1646632658795269263,gnss,-1,1,35.157260444,136.966056056,79.5447,2.7556,-0.6222,-1.8901,-0.6222,3.0945,-1.4062,-1.8901,-1.4062,7.3739,3
1646632658998156579,7912,1646632658997954444,gnss,-1,1,35.157260151,136.966056218,79.5801,2.8461,-0.9257,-1.6891,-0.9257,3.1641,-1.6258,-1.6891,-1.6258,7.4427,3
1646632659196379120,7913,1646632659196273951,gnss,-1,1,35.157260341,136.966056237,79.613,2.8462,-0.9257,-1.689,-0.9257,3.164,-1.6255,-1.689,-1.6255,7.4426,3
1646632659399994412,7914,1646632659399643833,gnss,-1,1,35.157260128,136.966056046,79.6997,2.7556,-0.6223,-1.8899,-0.6223,3.0945,-1.4054,-1.8899,-1.4054,7.3737,3
1646632659600609456,7915,1646632659600361746,gnss,-1,1,35.157259644,136.966056152,79.6735,2.7556,-0.6223,-1.8899,-0.6223,3.0945,-1.4052,-1.8899,-1.4052,7.3736,3
1646632659804636139,7916,1646632659804195773,gnss,-1,1,35.157259702,136.96605546,79.7607,2.8462,-0.9257,-1.6888,-0.9257,3.164,-1.6248,-1.6888,-1.6248,7.4424,3
1646632659997195542,7917,1646632659996853440,gnss,-1,1,35.157259372,136.966055698,79.6798,2.7557,-0.6223,-1.8897,-0.6223,3.0945,-1.4047,-1.8897,-1.4047,7.3734,3
1646632660195611752,7918,1646632660195476575,gnss,-1,1,35.157260123,136.966056119,79.7868,2.8462,-0.9258,-1.6886,-0.9258,3.164,-1.6244,-1.6886,-1.6244,7.4422,3
